transaction_amount,merchant_category,payment_method,ip_country,customer_country,velocity_1h,failed_logins,geo_distance,is_new_device,device_risk_score,is_fraud
120130,fuel,credit_card,Singapore,Singapore,28,5,12269,1,0.265,1
318747,healthcare,debit_card,Russia,Germany,46,6,12098,0,0.69,1
399954,crypto,upi,Nigeria,India,16,3,2787,1,0.091,0
6670,travel,debit_card,Singapore,USA,12,7,14893,1,0.913,1
331029,fuel,upi,UAE,Singapore,41,9,10441,1,0.591,1
9210,luxury,credit_card,Germany,Nigeria,29,7,8214,1,0.657,1
499215,grocery,credit_card,UAE,Russia,23,0,11506,0,0.782,1
79241,grocery,wallet,Nigeria,USA,21,7,5861,0,0.606,1
12215,luxury,credit_card,Germany,India,16,9,14218,1,0.071,1
39162,luxury,credit_card,UAE,UAE,48,2,1262,1,0.43,0
285155,luxury,wallet,Singapore,UK,41,4,1173,0,0.262,1
104161,gaming,wallet,Singapore,Singapore,45,9,4881,1,0.487,0
294800,fuel,upi,Singapore,Russia,26,7,13891,1,0.404,1
471447,grocery,credit_card,India,India,37,5,2055,0,0.827,1
390579,fuel,upi,Nigeria,USA,22,3,13545,0,0.247,1
2069,crypto,upi,Singapore,UK,10,3,10085,0,0.201,0
305997,grocery,debit_card,UAE,UK,7,3,2816,1,0.958,1
476127,gaming,credit_card,USA,Nigeria,9,5,4675,1,0.95,1
397786,luxury,credit_card,Nigeria,Singapore,25,6,5197,1,0.993,1
121963,travel,debit_card,Singapore,India,46,4,4585,1,0.568,1
272469,luxury,upi,USA,India,15,9,5022,0,0.113,1
123108,healthcare,credit_card,Germany,Russia,13,7,6231,0,0.88,1
154368,luxury,upi,UAE,UAE,42,6,9980,0,0.145,0
105923,gaming,debit_card,Singapore,UAE,46,7,10183,0,0.156,1
275913,fuel,wallet,India,Germany,26,3,12510,1,0.193,1
430696,grocery,upi,India,UAE,21,7,10653,1,0.653,1
386642,luxury,credit_card,Germany,Germany,23,5,2632,0,0.107,0
110777,grocery,wallet,USA,UK,44,2,6346,1,0.778,1
247058,electronics,upi,UK,UK,28,7,8097,0,0.058,1
48420,crypto,upi,India,Nigeria,38,6,14907,0,0.11,1
440730,fuel,wallet,Nigeria,USA,12,9,10461,1,0.434,1
496858,grocery,wallet,India,UK,24,4,6301,1,0.379,1
146749,travel,wallet,India,UK,13,3,7349,1,0.99,1
125454,crypto,credit_card,UAE,India,40,0,5845,1,0.967,1
88109,healthcare,credit_card,India,USA,48,9,2177,1,0.19,1
257537,healthcare,upi,Russia,India,2,2,5363,1,0.947,1
448725,travel,upi,Singapore,Russia,39,1,8098,1,0.692,1
28725,luxury,debit_card,Germany,Germany,12,7,13484,1,0.409,0
212212,crypto,credit_card,India,Germany,39,7,13815,0,0.74,1
286333,grocery,upi,UK,Russia,14,4,5600,0,0.9,1
36587,crypto,wallet,Nigeria,Germany,30,4,9069,1,0.18,1
459154,luxury,wallet,UK,USA,41,3,14606,1,0.196,1
228171,gaming,credit_card,India,USA,43,0,11685,0,0.409,1
372692,fuel,wallet,India,UK,48,0,4259,0,0.169,0
488111,travel,debit_card,Russia,Germany,19,5,9147,0,0.36,1
312382,luxury,upi,India,Russia,31,3,4120,0,0.646,0
173995,gaming,upi,India,Singapore,43,3,6641,1,0.813,1
430524,crypto,upi,Singapore,UAE,43,2,4289,0,0.302,0
316305,crypto,credit_card,UK,UK,25,8,878,0,0.282,0
423975,luxury,wallet,Russia,UAE,4,2,4486,0,0.78,0
101476,grocery,debit_card,UK,Russia,13,7,2545,0,0.381,0
425206,crypto,credit_card,Russia,Germany,36,1,5060,1,0.818,1
341378,grocery,upi,UK,Germany,42,3,10369,0,0.993,1
309299,grocery,debit_card,India,UAE,37,0,7165,1,0.98,1
243441,fuel,upi,UK,Singapore,3,4,2601,1,0.663,1
281752,grocery,upi,UK,Germany,16,1,11300,1,0.375,1
435603,electronics,credit_card,Russia,Singapore,26,0,3529,1,0.065,1
472232,fuel,upi,Germany,India,40,0,2409,1,0.738,1
158156,gaming,debit_card,USA,USA,39,1,4861,0,0.978,0
110269,gaming,upi,Russia,UAE,19,4,10166,1,0.068,1
270369,crypto,wallet,Russia,Germany,46,8,3949,0,0.006,1
36159,crypto,upi,Russia,Singapore,15,5,9431,0,0.832,1
462885,grocery,credit_card,UAE,Nigeria,32,3,2335,1,0.102,1
103509,fuel,debit_card,Germany,Nigeria,49,2,768,1,0.082,0
410403,fuel,credit_card,UAE,Germany,21,7,10609,0,0.91,1
499753,electronics,wallet,UAE,USA,1,2,13781,1,0.08,1
5804,grocery,upi,Russia,USA,6,0,13187,1,0.114,0
453892,electronics,credit_card,USA,India,27,3,11738,1,0.57,1
204556,healthcare,credit_card,Russia,USA,23,4,13373,0,0.757,1
218300,grocery,credit_card,India,USA,47,4,10502,0,0.4,1
111379,travel,credit_card,USA,UK,31,4,4884,1,0.421,1
465776,travel,wallet,UAE,Nigeria,12,7,4207,1,0.633,1
158380,luxury,wallet,Nigeria,Russia,21,7,5949,1,0.505,1
118616,grocery,upi,UK,Nigeria,2,3,7086,0,0.019,0
478466,fuel,upi,UK,Nigeria,5,8,12429,1,0.114,1
197196,crypto,debit_card,Germany,Germany,9,0,745,1,0.582,0
433198,gaming,wallet,Nigeria,Nigeria,20,4,10775,1,0.794,1
419239,luxury,credit_card,Singapore,India,46,4,4175,1,0.763,1
376288,crypto,credit_card,Germany,India,18,4,9710,0,0.74,1
232649,travel,debit_card,USA,UAE,22,7,7199,1,0.771,1
29265,grocery,credit_card,UAE,USA,8,8,2557,1,0.044,0
67303,luxury,debit_card,USA,UAE,34,2,5067,0,0.895,1
485065,grocery,upi,USA,UK,9,8,7798,1,0.889,1
266358,travel,wallet,UK,Nigeria,7,7,4162,1,0.532,1
458281,luxury,debit_card,Russia,Singapore,30,2,13822,0,0.249,1
36421,travel,credit_card,India,USA,18,1,12176,1,0.592,0
335541,electronics,debit_card,Singapore,Singapore,27,3,9587,0,0.558,0
358896,travel,upi,UAE,Nigeria,16,1,287,1,0.223,0
361548,fuel,credit_card,USA,Russia,21,3,3248,1,0.603,1
245114,fuel,upi,Singapore,UK,5,4,12411,1,0.797,1
156598,grocery,upi,USA,USA,29,1,10795,0,0.806,0
17872,gaming,debit_card,Nigeria,UAE,47,7,5100,1,0.06,1
365998,travel,upi,UK,UAE,37,0,4,0,0.197,0
265956,crypto,credit_card,India,USA,43,2,5936,0,0.668,1
394683,fuel,upi,UK,Germany,22,6,412,0,0.86,1
499809,healthcare,upi,Singapore,UAE,14,9,4346,0,0.521,0
238489,gaming,debit_card,UAE,Nigeria,19,0,3728,0,0.708,0
115242,electronics,upi,USA,Nigeria,35,1,13799,0,0.021,0
91836,luxury,wallet,India,Germany,24,2,10110,1,0.608,1
52024,luxury,debit_card,Nigeria,USA,42,1,1357,1,0.962,1
3826,fuel,debit_card,UK,India,6,1,14789,1,0.661,0
351396,gaming,credit_card,Nigeria,UAE,3,5,8350,1,0.922,1
27823,fuel,credit_card,Singapore,Germany,34,6,1601,0,0.566,0
389213,luxury,credit_card,UK,USA,45,5,11077,1,0.843,1
234282,healthcare,credit_card,USA,USA,2,5,7158,1,0.124,1
362738,travel,wallet,USA,Germany,15,8,5707,0,0.124,1
140280,gaming,debit_card,Nigeria,UAE,37,7,11682,1,0.12,1
208886,grocery,upi,UAE,India,15,7,5560,0,0.489,1
35743,travel,credit_card,India,UAE,32,5,7197,1,0.33,1
162496,travel,credit_card,Russia,USA,21,4,5074,1,0.719,1
366140,travel,credit_card,UK,India,17,8,2383,0,0.903,1
214532,grocery,upi,USA,Nigeria,34,1,13550,1,0.619,1
140099,healthcare,credit_card,Singapore,Singapore,32,6,153,1,0.213,0
355924,electronics,upi,UK,Russia,47,5,9822,1,0.931,1
358790,healthcare,debit_card,UAE,UAE,23,6,2797,1,0.528,1
415759,healthcare,debit_card,UAE,UK,35,3,11074,0,0.72,1
80073,healthcare,debit_card,USA,USA,37,8,7283,1,0.891,1
325693,crypto,wallet,USA,India,43,6,6952,0,0.99,1
109934,fuel,upi,Nigeria,Germany,41,1,11995,0,0.506,0
236486,luxury,credit_card,USA,Nigeria,37,3,2806,1,0.808,1
470059,fuel,credit_card,Nigeria,Germany,33,4,4081,0,0.567,1
453549,gaming,credit_card,Germany,Germany,25,1,11663,1,0.486,1
287781,healthcare,credit_card,Russia,India,46,9,9248,0,0.538,1
494609,electronics,wallet,USA,Singapore,37,7,10772,0,0.484,1
339820,gaming,credit_card,UK,UAE,40,0,12341,0,0.421,1
107622,fuel,wallet,UK,UK,21,2,10958,0,0.724,0
22712,luxury,upi,Nigeria,Nigeria,46,0,5851,1,0.25,0
225149,grocery,debit_card,Germany,Germany,48,4,7363,1,0.616,1
268715,fuel,credit_card,Germany,India,38,7,1329,1,0.713,1
166803,travel,debit_card,India,Germany,40,6,12237,1,0.892,1
240169,fuel,upi,Singapore,Singapore,34,8,2393,0,0.332,0
223231,travel,upi,USA,USA,19,1,3154,1,0.861,0
31448,grocery,credit_card,Nigeria,Germany,27,7,8193,1,0.945,1
195904,fuel,upi,UK,Singapore,9,7,167,1,0.649,0
263421,electronics,debit_card,Germany,UAE,5,5,14653,0,0.771,1
135932,electronics,credit_card,UK,Nigeria,5,2,3255,0,0.406,0
295023,gaming,wallet,UK,Nigeria,25,1,5061,0,0.952,1
283880,grocery,credit_card,Germany,Germany,26,7,1886,0,0.671,0
81989,healthcare,debit_card,Russia,Singapore,19,5,4369,0,0.31,0
53651,electronics,credit_card,Germany,India,30,3,13981,1,0.404,1
404872,fuel,credit_card,Germany,India,36,4,14709,0,0.618,1
420914,grocery,debit_card,Singapore,Russia,48,4,7530,1,0.234,1
142735,luxury,credit_card,Nigeria,Singapore,48,8,900,0,0.754,1
46919,travel,credit_card,Nigeria,USA,16,8,2249,0,0.225,0
336014,fuel,debit_card,Germany,Germany,7,7,11456,0,0.592,0
484371,travel,upi,UAE,UK,18,7,3413,0,0.697,0
420282,travel,debit_card,Nigeria,UK,21,1,11770,0,0.86,1
212881,healthcare,credit_card,Nigeria,UAE,31,2,10380,0,0.734,1
453205,grocery,wallet,Nigeria,Russia,1,7,6450,1,0.799,1
158159,grocery,wallet,Germany,Singapore,3,4,9412,0,0.913,1
340958,gaming,debit_card,UK,USA,31,6,3133,0,0.598,1
498190,travel,wallet,USA,Russia,25,7,8156,1,0.846,1
189520,gaming,credit_card,UK,India,8,5,8137,0,0.232,0
24696,healthcare,credit_card,Singapore,UAE,1,4,360,0,0.815,0
426490,travel,debit_card,UAE,Germany,7,7,6451,1,0.222,1
326350,gaming,credit_card,Germany,Germany,7,0,10232,1,0.935,1
463283,gaming,upi,Russia,Germany,8,0,7648,0,0.33,0
59282,luxury,credit_card,India,Singapore,19,0,14669,0,0.172,0
486616,gaming,debit_card,Germany,UK,17,2,12130,0,0.148,0
349407,grocery,upi,USA,USA,11,9,11347,0,0.187,0
301554,gaming,upi,India,Germany,47,5,8526,0,0.448,1
318332,travel,wallet,Russia,Germany,41,5,14853,0,0.522,1
128903,gaming,credit_card,Singapore,India,49,4,731,1,0.914,1
140078,electronics,debit_card,Singapore,Nigeria,11,6,7068,1,0.381,1
299158,crypto,wallet,Russia,Russia,38,4,9690,1,0.217,1
372594,travel,wallet,UK,Germany,41,1,1418,1,0.744,1
45479,electronics,credit_card,Russia,UAE,2,3,7768,0,0.135,0
471928,healthcare,credit_card,Nigeria,Russia,4,0,7889,1,0.892,1
246000,travel,debit_card,Nigeria,UK,28,6,3764,0,0.409,1
258617,grocery,wallet,Germany,Russia,33,3,9936,0,0.614,1
430966,crypto,debit_card,USA,USA,11,3,6929,1,0.186,0
440197,crypto,wallet,Nigeria,India,3,3,5697,0,0.146,0
308657,grocery,wallet,UAE,Singapore,40,2,13692,1,0.799,1
137184,crypto,wallet,Germany,USA,5,7,12309,1,0.43,1
181287,grocery,credit_card,Germany,UK,21,3,10166,1,0.987,1
269395,electronics,wallet,Germany,UAE,22,7,879,1,0.524,1
57816,healthcare,wallet,India,UK,37,8,12465,1,0.846,1
355991,luxury,wallet,India,UK,11,0,5483,0,0.98,1
223825,travel,upi,Singapore,Russia,44,3,14358,1,0.281,1
167550,grocery,credit_card,Germany,UAE,22,5,2885,0,0.801,1
173824,travel,upi,UK,USA,41,7,11200,0,0.022,1
203602,healthcare,credit_card,Nigeria,UK,13,5,10788,0,0.68,1
144639,electronics,debit_card,Singapore,USA,3,5,2298,0,0.745,0
424326,luxury,upi,USA,Germany,13,9,8853,1,0.477,1
122099,healthcare,debit_card,Russia,Germany,28,3,11337,0,0.162,0
114893,electronics,wallet,India,Germany,11,8,11355,1,0.617,1
448007,crypto,debit_card,Germany,Singapore,11,6,13488,0,0.898,1
457473,travel,debit_card,USA,Russia,21,5,12414,1,0.931,1
370421,fuel,debit_card,Singapore,USA,21,0,7372,1,0.746,1
12389,luxury,debit_card,Singapore,Germany,7,1,3986,1,0.264,0
176148,crypto,credit_card,India,Germany,17,5,1270,1,0.87,1
174768,healthcare,upi,Singapore,UAE,48,0,12899,1,0.889,1
416487,luxury,credit_card,UK,UK,14,4,1295,0,0.367,0
231613,crypto,credit_card,Singapore,Germany,33,0,1010,0,0.183,0
257468,electronics,credit_card,UAE,Singapore,11,2,10284,0,0.875,1
86465,grocery,debit_card,Nigeria,UAE,13,6,1758,0,0.885,0
230762,travel,credit_card,Russia,Russia,1,4,10157,1,0.101,1
376258,gaming,upi,Singapore,Nigeria,34,9,7777,0,0.967,1
175311,gaming,credit_card,Nigeria,Nigeria,9,0,12836,0,0.533,0
179885,electronics,wallet,Nigeria,Singapore,13,0,9384,0,0.994,0
423050,healthcare,debit_card,UAE,Singapore,37,7,6579,0,0.445,1
72688,travel,wallet,USA,Singapore,30,8,8181,0,0.533,1
63746,healthcare,upi,Singapore,UK,41,6,9246,1,0.266,1
265898,travel,upi,UK,Nigeria,45,2,2842,1,0.899,1
482338,electronics,upi,USA,Germany,37,5,5717,0,0.444,1
280987,travel,upi,Nigeria,India,47,2,2405,1,0.815,1
310612,grocery,credit_card,Nigeria,Singapore,7,9,3563,0,0.08,0
221197,healthcare,debit_card,Germany,UAE,14,3,11897,1,0.788,1
205344,electronics,upi,Singapore,Nigeria,48,3,10015,1,0.49,1
399757,grocery,wallet,India,UAE,6,2,1272,0,0.005,0
119835,travel,upi,UAE,Russia,34,9,9912,1,0.226,1
155783,electronics,debit_card,UAE,USA,16,5,8445,0,0.194,0
382135,travel,wallet,India,USA,37,4,2769,0,0.752,1
108071,healthcare,wallet,Russia,India,36,8,9752,1,0.477,1
12249,electronics,wallet,Nigeria,UK,46,8,7802,1,0.16,1
362346,travel,credit_card,Germany,Germany,6,2,8929,1,0.257,0
321433,healthcare,upi,UK,UK,8,8,6143,1,0.504,1
239076,grocery,credit_card,UAE,Germany,24,2,13188,0,0.02,1
414991,fuel,wallet,USA,Singapore,3,3,1929,0,0.424,0
333275,grocery,credit_card,Nigeria,Nigeria,4,0,6267,0,0.678,0
42768,travel,credit_card,UK,Germany,32,4,5414,0,0.518,1
406989,electronics,credit_card,UAE,Nigeria,1,8,6829,0,0.598,1
469982,gaming,upi,Germany,India,34,1,2191,0,0.327,0
88304,grocery,wallet,Russia,Russia,45,3,1003,1,0.183,0
211930,grocery,wallet,Germany,Russia,9,9,11178,0,0.81,1
196601,healthcare,upi,USA,USA,12,1,10115,0,0.906,0
416985,crypto,credit_card,Germany,Russia,10,7,6655,1,0.511,1
165240,gaming,credit_card,UK,Singapore,10,8,8095,1,0.305,1
219961,travel,debit_card,Nigeria,UAE,44,2,6068,0,0.511,1
140607,fuel,debit_card,USA,Russia,48,8,3753,0,0.879,1
225260,electronics,debit_card,Nigeria,India,23,5,6201,1,0.691,1
183421,crypto,upi,India,Singapore,6,5,4138,0,0.859,0
37484,travel,wallet,Singapore,Russia,24,6,3703,1,0.328,1
82029,luxury,debit_card,India,UK,24,4,11385,1,0.712,1
390203,fuel,wallet,UK,Germany,21,5,5944,1,0.653,1
76253,grocery,wallet,Singapore,Russia,42,0,12027,0,0.572,0
235228,luxury,wallet,India,UK,31,2,4439,0,0.528,0
75488,grocery,upi,Singapore,Singapore,47,8,4428,1,0.551,0
31501,grocery,upi,UAE,Russia,41,4,11720,1,0.85,1
203003,luxury,upi,Germany,UK,30,4,5557,0,0.916,1
119603,fuel,upi,USA,UAE,34,7,8533,0,0.113,1
232701,healthcare,debit_card,Singapore,Nigeria,18,1,2389,0,0.569,0
127934,luxury,credit_card,UAE,USA,12,6,11680,1,0.918,1
34184,travel,credit_card,Germany,Singapore,35,8,6993,1,0.135,1
251559,crypto,credit_card,Germany,UK,7,6,6326,1,0.413,1
110741,crypto,debit_card,Russia,India,41,4,1701,0,0.089,0
105211,luxury,credit_card,Nigeria,Nigeria,40,5,5384,1,0.113,1
449142,travel,debit_card,India,Russia,25,3,1234,1,0.904,1
429767,healthcare,debit_card,Russia,UK,6,6,10763,1,0.446,1
138399,crypto,debit_card,Nigeria,Nigeria,1,0,14518,0,0.689,0
163082,travel,credit_card,Nigeria,Germany,46,3,13756,1,0.139,1
298285,healthcare,wallet,UK,Nigeria,16,2,2299,1,0.022,0
351164,travel,credit_card,UAE,UK,48,3,8330,0,0.89,1
327925,grocery,credit_card,Russia,UK,4,0,10991,1,0.575,1
234486,crypto,upi,Russia,Germany,29,1,14790,0,0.02,1
343815,healthcare,debit_card,Nigeria,USA,38,8,2931,0,0.992,1
196653,crypto,wallet,Germany,Nigeria,47,6,12113,1,0.492,1
461892,grocery,upi,UAE,Germany,28,5,12375,0,0.476,1
260437,luxury,wallet,Germany,Germany,22,1,1834,1,0.621,0
127656,grocery,wallet,USA,Nigeria,8,0,14629,0,0.008,0
195346,crypto,debit_card,Singapore,India,32,1,2140,1,0.569,0
26260,crypto,credit_card,UK,Germany,33,6,8400,0,0.629,1
246342,fuel,debit_card,UK,India,13,1,10426,0,0.297,0
17733,healthcare,debit_card,India,UAE,27,2,10043,0,0.727,1
488196,luxury,upi,Germany,Nigeria,18,7,9880,1,0.377,1
279258,grocery,debit_card,Singapore,Germany,18,6,10396,1,0.718,1
342776,healthcare,credit_card,Nigeria,USA,13,8,6437,1,0.144,1
49204,electronics,wallet,India,Germany,22,3,14869,0,0.914,1
434937,healthcare,debit_card,UK,UK,14,6,2209,0,0.879,0
339475,electronics,wallet,Singapore,Singapore,11,0,7554,1,0.151,0
68488,luxury,debit_card,Russia,USA,39,1,13797,1,0.938,1
16114,grocery,wallet,USA,Germany,22,6,5623,0,0.558,1
92678,grocery,debit_card,Nigeria,USA,36,1,9043,0,0.702,1
164927,travel,upi,Russia,Nigeria,17,5,10396,0,0.84,1
40490,crypto,wallet,USA,India,32,9,6287,1,0.084,1
285955,gaming,debit_card,Nigeria,UAE,14,8,7937,0,0.169,1
91758,fuel,debit_card,Germany,UAE,42,4,3691,1,0.29,1
58093,healthcare,upi,UAE,Nigeria,29,9,11548,0,0.477,1
205868,luxury,upi,India,Nigeria,6,6,2610,1,0.346,1
158385,gaming,upi,India,USA,4,0,6179,0,0.506,0
246960,healthcare,wallet,UAE,Nigeria,11,7,224,0,0.186,0
498272,gaming,wallet,Singapore,USA,45,8,14729,1,0.682,1
451100,luxury,upi,UAE,Nigeria,40,4,14744,0,0.056,1
269665,grocery,credit_card,Germany,Germany,10,5,3775,0,0.361,0
218108,luxury,credit_card,UK,Nigeria,28,7,9604,0,0.179,1
492389,healthcare,debit_card,UAE,Russia,11,3,14008,1,0.73,1
17827,gaming,credit_card,USA,UK,35,1,7917,0,0.884,1
374662,crypto,debit_card,UK,India,15,9,12585,1,0.079,1
4458,fuel,wallet,UAE,UK,8,7,8515,0,0.785,1
327352,fuel,wallet,India,Singapore,20,1,5974,0,0.896,1
257781,crypto,credit_card,Russia,Singapore,21,4,9704,1,0.974,1
94118,crypto,wallet,USA,UAE,1,5,2087,1,0.579,0
386701,grocery,upi,Germany,India,29,4,12793,1,0.327,1
425433,healthcare,upi,USA,UK,24,5,6897,1,0.322,1
482016,electronics,credit_card,Nigeria,UAE,30,5,13849,1,0.379,1
294154,luxury,credit_card,Singapore,Singapore,40,2,7484,1,0.613,1
126988,fuel,debit_card,Russia,USA,35,2,7664,0,0.49,0
229204,crypto,wallet,USA,India,33,8,7285,0,0.654,1
317998,luxury,debit_card,Nigeria,India,20,2,5462,0,0.039,0
193610,fuel,debit_card,UAE,Nigeria,16,2,2288,0,0.106,0
109947,crypto,upi,USA,Nigeria,9,1,8879,1,0.977,1
422687,healthcare,upi,USA,UK,31,6,10210,0,0.995,1
444817,fuel,upi,USA,Nigeria,17,9,9661,0,0.747,1
454262,grocery,upi,Singapore,Nigeria,31,9,12116,0,0.256,1
300711,electronics,debit_card,USA,Germany,48,3,4836,1,0.953,1
410941,electronics,upi,USA,Russia,23,0,9189,1,0.214,1
296137,crypto,wallet,Singapore,UK,6,5,2535,0,0.731,1
76429,fuel,upi,Nigeria,Nigeria,30,4,11005,1,0.115,1
31107,grocery,upi,UK,USA,7,1,5531,0,0.649,0
484618,travel,upi,Russia,Germany,48,5,14204,1,0.76,1
170704,luxury,credit_card,Nigeria,Germany,40,0,623,0,0.86,0
316497,luxury,wallet,Germany,Germany,42,2,12017,1,0.734,1
12423,gaming,wallet,UK,USA,46,3,10976,0,0.923,1
373579,grocery,debit_card,India,UAE,11,2,12586,0,0.521,0
112456,fuel,debit_card,Singapore,India,34,5,1076,1,0.677,1
111044,healthcare,upi,Singapore,UAE,12,3,6877,1,0.37,0
204551,healthcare,credit_card,USA,USA,45,0,8496,1,0.01,1
407526,gaming,debit_card,USA,Russia,47,4,13600,1,0.757,1
278700,crypto,debit_card,Germany,India,27,4,8856,0,0.87,1
31467,fuel,upi,India,USA,12,8,11139,0,0.174,0
54724,gaming,upi,USA,Russia,13,7,5238,0,0.029,0
403422,electronics,debit_card,UAE,UK,8,7,3995,0,0.165,0
234665,luxury,debit_card,USA,Singapore,16,4,10185,0,0.895,1
68108,fuel,wallet,USA,Germany,29,7,11688,0,0.296,1
388170,gaming,credit_card,UAE,Nigeria,35,9,2695,0,0.234,1
377639,electronics,wallet,India,USA,29,6,4305,0,0.015,1
116592,grocery,debit_card,UAE,Singapore,31,0,3199,1,0.297,0
72340,gaming,wallet,Singapore,UAE,13,6,5413,0,0.716,1
326559,crypto,wallet,UAE,Singapore,12,7,8711,1,0.959,1
462565,crypto,debit_card,Russia,USA,2,2,7390,1,0.313,1
201759,crypto,upi,Singapore,Singapore,33,8,14413,1,0.241,1
273000,fuel,debit_card,USA,Germany,8,7,4434,1,0.888,1
461327,healthcare,upi,Germany,India,41,1,5910,0,0.853,1
298622,healthcare,debit_card,Singapore,USA,40,5,10062,1,0.328,1
135427,luxury,debit_card,India,Russia,49,3,8018,0,0.069,0
407800,gaming,debit_card,India,Singapore,41,2,3811,0,0.992,1
125803,grocery,credit_card,UAE,India,32,5,913,1,0.681,1
318793,gaming,upi,Singapore,Germany,38,9,7443,0,0.927,1
165675,luxury,credit_card,USA,UAE,28,8,12127,0,0.342,1
336038,electronics,debit_card,India,UAE,15,1,4903,1,0.648,0
499599,luxury,wallet,UK,Germany,23,9,3189,1,0.674,1
494048,crypto,credit_card,USA,Singapore,24,9,9508,0,0.873,1
307357,fuel,upi,UK,UAE,13,9,13583,0,0.993,1
499046,electronics,debit_card,Russia,Russia,21,4,3229,0,0.109,0
74169,fuel,credit_card,UK,USA,12,5,572,0,0.631,0
229289,crypto,wallet,Nigeria,India,13,3,11448,1,0.336,1
398565,travel,credit_card,India,UK,39,6,10664,1,0.812,1
251151,luxury,upi,UAE,Singapore,23,1,13968,1,0.754,1
412517,luxury,credit_card,Russia,UAE,46,6,7769,1,0.893,1
125641,grocery,wallet,Singapore,USA,43,1,5136,0,0.344,0
189748,gaming,wallet,USA,UK,28,0,13214,1,0.185,1
256453,electronics,upi,India,Russia,14,4,14073,0,0.022,1
271930,healthcare,wallet,Russia,UAE,17,1,8290,0,0.256,0
315607,fuel,debit_card,Russia,UAE,24,7,4034,1,0.367,1
359787,electronics,wallet,Nigeria,India,34,7,1640,0,0.946,1
131833,grocery,debit_card,India,Russia,48,0,6444,0,0.491,0
176015,grocery,credit_card,Singapore,Russia,22,3,4843,0,0.556,0
95773,fuel,debit_card,Singapore,Singapore,10,8,5542,1,0.88,1
454279,healthcare,debit_card,UAE,UK,8,4,13619,0,0.885,1
42928,gaming,credit_card,Germany,India,21,9,4028,0,0.528,0
310848,fuel,wallet,UK,Singapore,37,5,14610,0,0.114,1
272770,fuel,debit_card,Singapore,India,7,2,261,0,0.271,0
331154,crypto,wallet,Nigeria,Russia,26,4,13551,1,0.457,1
25692,healthcare,credit_card,UAE,India,13,0,9128,1,0.751,1
291226,gaming,upi,UK,India,16,7,1798,0,0.712,1
262451,luxury,wallet,Russia,India,30,5,332,0,0.643,1
232141,crypto,wallet,India,Nigeria,31,1,4211,0,0.88,1
350977,travel,upi,Singapore,USA,5,3,8460,1,0.803,1
230108,healthcare,upi,UAE,USA,32,3,2060,1,0.982,1
125082,gaming,credit_card,Russia,UK,16,8,73,0,0.889,0
257011,grocery,wallet,Singapore,UK,47,8,5112,0,0.196,1
68719,crypto,wallet,USA,Germany,9,4,2922,1,0.058,0
160500,gaming,credit_card,Germany,Russia,22,2,10646,0,0.415,0
308723,electronics,wallet,Russia,India,44,0,3889,1,0.618,1
151275,fuel,debit_card,Nigeria,Russia,40,5,178,0,0.643,0
171063,travel,debit_card,Nigeria,USA,45,7,2000,0,0.268,0
141926,luxury,debit_card,Singapore,Nigeria,37,0,8964,0,0.86,1
231155,fuel,wallet,Nigeria,India,14,0,9138,0,0.329,0
343681,electronics,debit_card,Russia,Singapore,16,6,7427,1,0.919,1
98640,electronics,debit_card,India,USA,43,6,4496,1,0.472,1
335226,travel,credit_card,India,USA,20,1,270,1,0.01,0
102847,luxury,credit_card,Germany,USA,44,2,10048,0,0.162,0
187094,grocery,upi,India,Germany,15,1,1656,0,0.102,0
310475,crypto,upi,UK,India,44,5,11945,1,0.044,1
29401,healthcare,upi,USA,UK,26,7,2534,1,0.714,1
222824,luxury,upi,India,UAE,9,7,12347,0,0.192,1
193883,healthcare,credit_card,Nigeria,Singapore,1,0,10882,1,0.839,1
172495,gaming,credit_card,USA,Singapore,35,8,4983,0,0.264,0
18852,electronics,credit_card,India,Russia,44,7,4362,1,0.032,1
491228,gaming,debit_card,UK,India,20,8,10315,0,0.821,1
213377,grocery,debit_card,Nigeria,UK,45,8,6119,0,0.466,1
360696,gaming,upi,Russia,USA,6,5,11354,1,0.6,1
144567,luxury,debit_card,Singapore,UAE,42,2,8697,1,0.336,1
217129,gaming,wallet,Singapore,India,10,0,2405,0,0.046,0
383481,grocery,credit_card,India,India,48,7,2202,0,0.37,0
56373,grocery,upi,Singapore,Germany,33,9,6020,1,0.518,1
258603,grocery,upi,India,UK,16,2,11482,0,0.012,0
91978,luxury,wallet,India,UAE,36,6,12774,1,0.574,1
267139,grocery,debit_card,Nigeria,USA,6,9,5660,0,0.893,1
120068,electronics,upi,Germany,India,19,5,1154,1,0.218,0
377944,fuel,debit_card,UAE,Singapore,31,2,4162,0,0.927,1
76659,grocery,debit_card,UAE,Nigeria,2,5,10620,0,0.098,0
10799,gaming,wallet,Germany,Singapore,18,2,1337,0,0.825,0
196233,crypto,upi,UAE,UAE,42,8,8599,0,0.84,1
9815,gaming,debit_card,USA,Nigeria,28,0,3479,0,0.258,0
19269,crypto,debit_card,UAE,USA,4,7,12237,0,0.958,1
118513,gaming,wallet,India,UAE,1,4,277,0,0.417,0
409479,luxury,wallet,UK,India,47,3,6759,1,0.141,1
119364,gaming,debit_card,UK,Germany,42,0,3481,1,0.592,0
268026,luxury,wallet,Russia,Germany,16,8,2362,0,0.997,1
